StockCode,product_clusters,tsne_1,tsne_2,median_unit_price,mode_description
22376,1,44.283154,38.887417,4.23,AIRLINE BAG VINTAGE JET SET WHITE
22377,1,18.216534,-33.319363,1.85,BOTTLE BAG RETROSPOT 
22378,1,37.931705,4.9106283,2.1,WALL TIDY RETROSPOT 
22379,1,41.85497,9.094208,4.17,RECYCLING BAG RETROSPOT 
22380,1,-5.9716845,-30.334917,2.2800000000000002,TOY TIDY SPACEBOY  
22381,1,42.998173,-21.079203,3.115,TOY TIDY PINK POLKADOT
22382,1,68.013985,4.5126276,4.21,LUNCH BAG SPACEBOY DESIGN 
22383,1,68.01327,4.511339,4.13,LUNCH BAG SUKI  DESIGN 
22384,1,44.20022,-19.271778,4.13,LUNCH BAG PINK POLKADOT
22385,1,68.004845,4.4918466,3.105,JUMBO BAG SPACEBOY DESIGN
22386,1,44.20746,-19.27054,2.015,JUMBO BAG PINK POLKADOT
22389,1,-3.7674751,-32.915676,2.1,PAPERWEIGHT SAVE THE PLANET
22390,1,3.0014956,-32.152557,1.7,PAPERWEIGHT CHILDHOOD MEMORIES
22391,1,-22.191103,-38.761368,1.7,PAPERWEIGHT HOME SWEET HOME
22393,1,14.918547,17.260706,2.55,PAPERWEIGHT VINTAGE COLLAGE
22394,1,-8.712401,-24.490158,2.55,PAPERWEIGHT KINGS CHOICE 
22395,1,54.65401,29.770813,2.55,PAPERWEIGHT VINTAGE PAISLEY
22396,1,-39.948772,-36.038654,0.85,MAGNETS PACK OF 4 RETRO PHOTO
22398,1,47.20607,19.033493,1.855,MAGNETS PACK OF 4 SWALLOWS
22399,1,47.607395,18.98593,1.25,MAGNETS PACK OF 4 CHILDHOOD MEMORY
22400,1,-21.640724,-38.517998,1.25,MAGNETS PACK OF 4 HOME SWEET HOME
22402,1,45.810852,19.020668,1.25,MAGNETS PACK OF 4 VINTAGE COLLAGE
22403,1,45.81009,19.018856,0.85,MAGNETS PACK OF 4 VINTAGE LABELS 
22405,1,64.956825,-4.194106,1.25,MONEY BOX POCKET MONEY DESIGN
22406,1,64.95562,-4.195617,1.855,MONEY BOX KINGS CHOICE DESIGN
22407,1,64.9568,-4.1940956,1.25,MONEY BOX FIRST AID DESIGN
22408,1,64.95558,-4.195612,1.855,MONEY BOX CONFECTIONERY DESIGN
22409,1,64.95444,-4.196968,2.46,MONEY BOX BISCUITS DESIGN
22410,1,64.95558,-4.1956096,1.855,MONEY BOX HOUSEKEEPING DESIGN
22411,1,54.65666,29.767773,2.08,JUMBO SHOPPER VINTAGE RED PAISLEY
22412,1,-24.72913,-55.389313,3.115,METAL SIGN NEIGHBOURHOOD WITCH 
22413,1,-24.737091,-55.098705,3.2,METAL SIGN TAKE IT OR LEAVE IT 
22414,1,-21.55742,-25.36769,7.95,DOORMAT NEIGHBOURHOOD WITCH 
22415,1,-21.906296,-24.87836,7.95,WHITE TISSUE REAM
22416,1,67.70958,-1.4367603,2.185,SET OF 36 DOILIES SPACEBOY DESIGN 
22417,1,47.66162,16.458313,1.28,PACK OF 60 SPACEBOY CAKE CASES
22418,1,27.155596,-19.317966,1.645,10 COLOUR SPACEBOY PEN
22419,1,14.003767,-10.324646,0.625,LIPSTICK PEN RED
22420,1,14.17642,-9.854612,0.625,LIPSTICK PEN BABY PINK
22421,1,14.141604,-9.85388,0.625,LIPSTICK PEN FUSCHIA
22422,1,13.612663,-9.968015,0.65,TOOTHPASTE TUBE PEN
22423,1,-30.902788,-25.015747,12.72,REGENCY CAKESTAND 3 TIER
22424,1,-30.3194,-14.710657,10.95,ENAMEL BREAD BIN CREAM
22425,1,-30.314878,-14.704574,7.455,ENAMEL COLANDER CREAM
22426,1,-30.635569,-14.682098,7.54,ENAMEL WASH BOWL CREAM
22427,1,-30.348396,-14.557348,5.97,ENAMEL FLOWER JUG CREAM
22428,1,-30.319271,-14.710291,10.540000000000001,ENAMEL FIRE BUCKET CREAM
22429,1,-30.312342,-14.699364,6.27,ENAMEL MEASURING JUG CREAM
22430,1,-29.993372,-15.131141,6.5,ENAMEL WATERING CAN CREAM
22431,1,15.16631,-43.554325,1.95,WATERING CAN BLUE ELEPHANT
22432,1,15.176067,-43.560543,3.04,WATERING CAN PINK BUNNY
22433,1,15.176067,-43.560543,3.04,WATERING CAN GREEN DINOSAUR
22434,1,-12.639958,-11.949481,4.13,BALLOON PUMP WITH 10 BALLOONS
22435,4,-17.692057,15.954929,1.855,SET OF 9 HEART SHAPED BALLOONS
22436,1,54.781803,-14.296832,0.95,12 COLOURED PARTY BALLOONS
22437,1,56.761013,12.810351,1.24,SET OF 9 BLACK SKULL BALLOONS
22438,1,-45.06012,1.2801958,1.66,BALLOON ART MAKE YOUR OWN FLOWERS
22439,1,8.837838,-14.088241,0.95,6 ROCKET BALLOONS 
22440,1,15.291954,-43.00117,0.83,BALLOON WATER BOMB PACK OF 35
22441,1,-28.82943,-12.72714,3.115,GROW YOUR OWN BASIL IN ENAMEL MUG
22442,1,-34.879707,1.6446334,7.95,GROW YOUR OWN FLOWERS SET OF 3
22443,1,28.21759,20.48319,15.79,GROW YOUR OWN HERBS SET OF 3
22444,1,-7.064264,-27.755108,2.46,GROW YOUR OWN PLANT IN A CAN 
22445,1,-20.852842,-7.955888,2.95,PENCIL CASE LIFE IS BEAUTIFUL
22446,1,-5.447771,-62.32567,2.9299999999999997,PIN CUSHION BABUSHKA PINK
22447,1,-5.447771,-62.32567,2.9299999999999997,PIN CUSHION BABUSHKA BLUE
22448,1,-5.454808,-62.327892,4.99,PIN CUSHION BABUSHKA RED
22449,1,-17.452368,-5.830213,3.35,SILK PURSE BABUSHKA PINK
22450,1,-17.450008,-5.8264084,3.35,SILK PURSE BABUSHKA BLUE
22451,1,-17.411957,-5.699328,3.35,SILK PURSE BABUSHKA RED
22452,1,-9.382499,-24.542965,2.55,MEASURING TAPE BABUSHKA PINK
22453,1,-21.455647,-10.506705,2.75,MEASURING TAPE BABUSHKA BLUE
22454,1,-20.85694,-7.961653,2.95,MEASURING TAPE BABUSHKA RED
22456,1,-21.233835,6.25285,7.455,NATURAL SLATE CHALKBOARD LARGE 
22457,4,-16.088104,12.348547,5.79,NATURAL SLATE HEART CHALKBOARD 
22458,3,2.0262475,-46.29896,3.825,CAST IRON HOOK GARDEN FORK
22459,3,2.0269322,-46.29856,2.69,CAST IRON HOOK GARDEN TROWEL
22460,4,-14.563376,27.308998,1.855,EMBOSSED GLASS TEALIGHT HOLDER
22461,1,-73.4702,-4.849019,12.75,SAVOY ART DECO CLOCK
22464,4,-11.258098,12.031758,1.65,HANGING METAL HEART LANTERN
22465,4,3.1808195,5.6910534,1.65,HANGING METAL STAR LANTERN
22466,1,27.159304,-37.80523,1.95,FAIRY TALE COTTAGE NIGHTLIGHT
22467,1,-21.332727,-11.393535,2.65,GUMBALL COAT RACK
22468,1,-47.620384,-49.96819,10.02,BABUSHKA LIGHTS STRING OF 10
22469,4,-12.441272,19.082897,1.93,HEART OF WICKER SMALL
22470,4,-20.456617,7.723322,3.21,HEART OF WICKER LARGE
22471,1,17.14578,-63.353573,4.21,TV DINNER TRAY AIR HOSTESS 
22472,1,55.02325,-1.8889589,4.95,TV DINNER TRAY DOLLY GIRL
22473,1,20.208902,-64.15465,4.25,TV DINNER TRAY VINTAGE PAISLEY
22474,1,17.023111,-63.357285,4.95,SPACEBOY TV DINNER TRAY
22475,1,19.116327,-61.870255,4.95,SKULL DESIGN TV DINNER TRAY
22476,1,17.022346,-63.35732,4.955,EMPIRE UNION JACK TV DINNER TRAY
22477,3,14.419067,-43.548454,1.97,WATERING CAN GARDEN MARKER
22478,3,7.6296453,-42.489033,1.97,BIRDHOUSE GARDEN MARKER 
22479,3,7.6296453,-42.489033,1.97,DAISY GARDEN MARKER
22480,1,42.8205,-12.147459,1.855,RED TEA TOWEL CLASSIC DESIGN
22481,1,42.831028,-12.152623,0.84,BLACK TEA TOWEL CLASSIC DESIGN
22482,1,42.825897,-12.150236,1.25,BLUE TEA TOWEL CLASSIC DESIGN
22483,1,-13.320296,-13.968089,4.37,RED GINGHAM TEDDY BEAR 
22485,1,-2.781208,-8.162048,18.855,SET OF 2 WOODEN MARKET CRATES
22486,1,-24.031977,-26.898336,8.29,PLASMATRONIC LAMP
22487,3,-27.948517,-0.29585928,14.955,WHITE WOOD GARDEN PLANT LADDER
22488,1,-8.158791,-27.65288,2.4699999999999998,NATURAL SLATE RECTANGLE CHALKBOARD
22489,1,47.16252,18.666471,0.83,PACK OF 12 TRADITIONAL CRAYONS
22491,1,28.366018,-19.411615,1.63,PACK OF 12 COLOURED PENCILS
22492,1,3.152968,-0.3496165,1.63,MINI PAINT SET VINTAGE 
22493,1,2.0048454,-0.9495497,2.4699999999999998,PAINT YOUR OWN CANVAS SET
22494,1,-59.055244,-16.640333,1.855,EMERGENCY FIRST AID TIN 
22495,1,-63.691685,-5.109334,4.37,SET OF 2 ROUND TINS CAMEMBERT 
22496,1,-63.691685,-5.109334,4.37,SET OF 2 ROUND TINS DUTCH CHEESE
22497,1,-60.4648,-14.035664,8.29,SET OF 2 TINS VINTAGE BATHROOM 
22498,1,-3.2066922,-8.047458,8.29,WOODEN REGATTA BUNTING
22499,1,-3.206688,-8.047463,8.29,WOODEN UNION JACK BUNTING
22500,1,-61.024906,-16.548653,7.869999999999999,SET OF 2 TINS JARDIN DE PROVENCE
22501,1,-21.274397,6.2277865,9.225,PICNIC BASKET WICKER LARGE
22502,1,-10.836467,20.317556,8.379999999999999,PICNIC BASKET WICKER SMALL
22503,1,53.621227,30.209743,24.96,CABIN BAG VINTAGE PAISLEY
22504,1,42.136288,9.792806,24.96,CABIN BAG VINTAGE RETROSPOT
22505,1,66.36656,0.32328644,5.79,MEMO BOARD COTTAGE DESIGN
22507,1,43.362305,5.76402,4.6,MEMO BOARD RETROSPOT  DESIGN
22508,4,40.382168,6.9192576,4.08,DOORSTOP RETROSPOT HEART
22509,1,43.729004,5.5301814,16.95,SEWING BOX RETROSPOT DESIGN 
22510,1,6.8889694,-29.920479,1.56,GINGHAM BABUSHKA DOORSTOP
22511,1,40.513863,5.291043,2.81,RETROSPOT BABUSHKA DOORSTOP
22512,1,66.63518,-0.33352044,3.5700000000000003,DOORSTOP RACING CAR DESIGN
22513,1,66.7603,0.09938976,5.605,DOORSTOP FOOTBALL DESIGN
22514,3,7.730686,-43.23491,3.115,CHILDS GARDEN SPADE BLUE
22515,3,7.73069,-43.23492,3.115,CHILDS GARDEN SPADE PINK
22516,3,7.730686,-43.23491,3.115,CHILDS GARDEN RAKE BLUE
22517,3,7.73069,-43.23492,3.115,CHILDS GARDEN RAKE PINK
22518,3,7.730686,-43.23491,3.115,CHILDS GARDEN BRUSH BLUE
22519,3,7.73069,-43.23492,3.115,CHILDS GARDEN BRUSH PINK
22520,3,8.056802,-42.75408,1.63,CHILDS GARDEN TROWEL BLUE 
22521,3,8.056802,-42.75408,1.63,CHILDS GARDEN TROWEL PINK
22522,3,8.039391,-42.580315,1.24,CHILDS GARDEN FORK BLUE 
22523,3,8.056802,-42.75408,1.63,CHILDS GARDEN FORK PINK
22524,3,48.04158,-6.907825,2.485,CHILDRENS GARDEN GLOVES BLUE
22525,3,48.04158,-6.907825,2.485,CHILDRENS GARDEN GLOVES PINK
22526,1,48.7354,-5.843023,18.855,WHEELBARROW FOR CHILDREN 
22528,3,7.3236756,-42.70154,3.36,GARDENERS KNEELING PAD
22529,1,14.156956,-9.852256,0.625,MAGIC DRAWING SLATE GO TO THE FAIR 
22530,1,55.175583,-1.0547142,0.625,MAGIC DRAWING SLATE DOLLY GIRL 
22531,1,14.351811,-10.007365,0.625,MAGIC DRAWING SLATE CIRCUS PARADE  
22532,1,14.015397,-10.334056,0.625,MAGIC DRAWING SLATE LEAP FROG 
22533,1,15.576314,9.5622,0.625,MAGIC DRAWING SLATE BAKE A CAKE 
22534,1,14.137914,-10.35494,0.625,MAGIC DRAWING SLATE SPACEBOY 
22535,1,17.656183,-12.344786,0.42,MAGIC DRAWING SLATE BUNNIES 
22536,1,17.81993,-12.705974,0.42,MAGIC DRAWING SLATE PURDEY
22537,1,9.573244,-10.081335,0.83,MAGIC DRAWING SLATE DINOSAUR
22538,1,19.315107,39.48079,0.625,MINI JIGSAW GO TO THE FAIR
22539,1,55.555195,0.29073045,0.42,MINI JIGSAW DOLLY GIRL
22540,1,19.295958,39.500893,0.42,MINI JIGSAW CIRCUS PARADE 
22541,1,19.295958,39.500893,0.42,MINI JIGSAW LEAP FROG
22543,1,18.248034,39.24235,0.39,MINI JIGSAW BAKE A CAKE 
22544,1,19.295958,39.500893,0.42,MINI JIGSAW SPACEBOY
22545,1,19.295958,39.500893,0.42,MINI JIGSAW BUNNIES
22546,1,19.295958,39.500893,0.42,MINI JIGSAW PURDEY
22547,1,19.315107,39.48079,0.625,MINI JIGSAW DINOSAUR 
22548,1,-0.93116534,-33.49534,1.855,HEADS AND TAILS SPORTING FUN
22549,1,-8.216112,-27.009918,2.485,PICTURE DOMINOES
22550,1,-13.308414,-9.142343,3.75,HOLIDAY FUN LUDO
22551,1,-58.881493,-15.903426,3.325,PLASTERS IN TIN SPACEBOY
22553,1,56.77225,11.588259,3.29,PLASTERS IN TIN SKULLS
22554,1,-58.881493,-15.903426,3.325,PLASTERS IN TIN WOODLAND ANIMALS
22555,1,-58.87479,-15.909088,3.29,PLASTERS IN TIN STRONGMAN
22556,1,-58.881493,-15.903426,3.325,PLASTERS IN TIN CIRCUS PARADE 
22557,1,55.048477,30.502365,2.475,PLASTERS IN TIN VINTAGE PAISLEY 
22558,1,46.114662,16.002272,1.65,CLOTHES PEGS RETROSPOT PACK 24 
22559,1,8.968136,-20.873213,1.25,SEASIDE FLYING DISC
22560,1,-7.8766003,-28.16719,2.46,TRADITIONAL MODELLING CLAY
22561,1,25.589304,-18.095253,3.29,WOODEN SCHOOL COLOURING SET
22562,1,8.974267,-20.918552,1.25,MONSTERS STENCIL CRAFT
22563,1,-1.1050687,-34.026024,1.855,HAPPY STENCIL CRAFT
22564,1,-1.1157398,-34.003544,1.855,ALPHABET STENCIL CRAFT
22565,1,5.210464,-30.99566,1.63,FELTCRAFT HAIRBANDS PINK AND WHITE 
22566,1,5.224615,-31.551779,1.63,FELTCRAFT HAIRBAND PINK AND PURPLE
22567,1,47.389923,8.616248,1.955,20 DOLLY PEGS RETROSPOT
22568,1,-5.456493,-62.328392,5.605,FELTCRAFT CUSHION OWL
22569,1,-53.532997,21.041937,5.605,FELTCRAFT CUSHION BUTTERFLY
22570,1,-5.456493,-62.328392,5.605,FELTCRAFT CUSHION RABBIT
22571,1,8.206045,11.410836,1.24,ROCKING HORSE RED CHRISTMAS 
22572,1,8.206164,11.410966,1.24,ROCKING HORSE GREEN CHRISTMAS 
22573,4,-2.8564546,-4.7610917,1.24,STAR WOODEN CHRISTMAS DECORATION
22574,4,-2.3967388,-6.0705414,1.24,HEART WOODEN CHRISTMAS DECORATION
22575,1,-6.2377133,2.1144998,3.04,METAL MERRY CHRISTMAS WREATH
22576,1,-2.3903675,-6.0588956,1.24,SWALLOW WOODEN CHRISTMAS DECORATION
22577,4,-3.0092165,-6.528697,0.85,WOODEN HEART CHRISTMAS SCANDINAVIAN
22578,1,-2.9109855,-4.7226043,0.85,WOODEN STAR CHRISTMAS SCANDINAVIAN
22579,1,2.9651268,18.13943,0.85,WOODEN TREE CHRISTMAS SCANDINAVIAN
22580,1,-16.616194,-19.84942,5.95,ADVENT CALENDAR GINGHAM SACK
22581,1,-26.368574,-0.8774288,0.85,WOOD STOCKING CHRISTMAS SCANDISPOT
22582,1,43.13605,22.370602,3.755,PACK OF 6 SWEETIE GIFT BOXES
22583,1,43.134632,22.371979,4.96,PACK OF 6 HANDBAG GIFT BOXES
22584,1,43.13746,22.369553,2.55,PACK OF 6 PANNETONE GIFT BOXES
22585,1,43.15732,22.360325,1.855,PACK OF 6 BIRDY GIFT TAGS
22586,1,4.6963544,-30.605862,1.63,FELTCRAFT HAIRBAND PINK AND BLUE
22587,1,5.2530794,-31.410063,1.63,FELTCRAFT HAIRBAND RED AND BLUE
22588,4,23.113985,49.420074,3.925,CARD HOLDER GINGHAM HEART
22589,1,3.94396,6.651492,2.89,CARDHOLDER GINGHAM STAR
22591,1,4.4949193,19.11112,3.0,CARDHOLDER GINGHAM CHRISTMAS TREE
22592,1,-7.128496,2.6602092,5.605,CARDHOLDER HOLLY WREATH METAL
22593,1,4.2981277,7.8832846,1.24,CHRISTMAS GINGHAM STAR
22594,1,4.433256,18.754967,1.24,CHRISTMAS GINGHAM TREE
22595,4,6.544995,11.70563,0.85,CHRISTMAS GINGHAM HEART
22596,1,4.298103,7.883766,1.145,CHRISTMAS STAR WISH LIST CHALKBOARD
22597,4,-12.510496,3.8141694,0.85,MUSICAL ZINC HEART DECORATION 
22598,4,3.8055654,17.658934,0.85,CHRISTMAS MUSICAL ZINC TREE
22599,4,4.3272038,9.841376,0.85,CHRISTMAS MUSICAL ZINC STAR
22600,1,-25.80056,-1.792896,1.24,CHRISTMAS RETROSPOT STAR WOOD
22601,1,-25.88983,-1.6299746,1.24,CHRISTMAS RETROSPOT ANGEL WOOD
22602,4,-1.6695142,-6.2561255,0.85,RETROSPOT WOODEN HEART DECORATION
22603,1,-25.688826,-1.8943157,1.24,CHRISTMAS RETROSPOT TREE WOOD
22604,1,35.430862,18.358505,2.55,SET OF 4 NAPKIN CHARMS CUTLERY
22605,3,-1.365328,-9.373984,13.85,WOODEN CROQUET GARDEN SET
22606,3,-1.364971,-9.375113,15.95,WOODEN SKITTLES GARDEN SET
22607,3,-1.3654256,-9.3736925,13.29,WOODEN ROUNDERS GARDEN SET 
22608,1,20.77222,-25.740997,0.635,PENS ASSORTED FUNKY JEWELED 
22609,1,21.039627,-25.915184,0.635,PENS ASSORTED SPACEBALL
22610,1,20.705719,-25.772238,0.72,PENS ASSORTED FUNNY FACE
22611,1,43.395172,38.470383,7.455,VINTAGE UNION JACK SHOPPING BAG
22613,1,47.15789,18.694847,0.85,PACK OF 20 SPACEBOY NAPKINS
22614,1,47.16923,18.644573,0.8,PACK OF 12 SPACEBOY TISSUES
22615,1,47.24018,18.51586,0.5900000000000001,PACK OF 12 CIRCUS PARADE TISSUES 
22616,1,47.37921,18.416874,0.355,PACK OF 12 LONDON TISSUES 
22617,1,67.735565,-1.3987253,4.95,BAKING SET SPACEBOY DESIGN
22618,1,41.492104,4.3519635,9.95,COOKING SET RETROSPOT
22619,1,26.6423,19.790934,5.605,SET OF 6 SOLDIER SKITTLES
22620,1,8.872833,-29.025654,1.45,4 TRADITIONAL SPINNING TOPS
22621,1,-6.0003386,-30.298313,2.285,TRADITIONAL KNITTING NANCY
22622,1,12.0585985,26.610228,16.369999999999997,BOX OF VINTAGE ALPHABET BLOCKS
22623,1,12.060714,26.59235,8.37,BOX OF VINTAGE JIGSAW BLOCKS 
22624,1,-26.593012,12.929942,12.565,IVORY KITCHEN SCALES
22625,1,-20.424704,-24.196295,7.65,RED KITCHEN SCALES
22626,1,-30.783745,-25.095024,12.565,BLACK KITCHEN SCALES
22627,1,-25.143087,-26.726673,8.5,MINT KITCHEN SCALES
22628,1,43.290733,4.0383606,4.95,PICNIC BOXES SET OF 3 RETROSPOT 
22629,1,10.829223,30.732487,2.51,SPACEBOY LUNCH BOX 
22630,1,55.138775,-1.097288,2.51,DOLLY GIRL LUNCH BOX
22631,1,11.188504,30.442165,3.745,CIRCUS PARADE LUNCH BOX 
22632,1,40.293434,5.339487,2.1,HAND WARMER RED RETROSPOT
22633,1,-19.83349,-6.6586204,3.115,HAND WARMER UNION JACK
22634,1,27.740355,20.258276,10.0,CHILDS BREAKFAST SET SPACEBOY 
22635,1,55.0358,-1.1655937,14.955,CHILDS BREAKFAST SET DOLLY GIRL 
22636,1,28.035654,20.405006,12.565,CHILDS BREAKFAST SET CIRCUS PARADE
22637,1,40.880768,5.9568906,4.96,PIGGY BANK RETROSPOT 
22638,1,-19.743172,64.389145,1.66,SET OF 4 NAPKIN CHARMS CROWNS 
22639,4,-19.837484,64.49103,2.55,SET OF 4 NAPKIN CHARMS HEARTS
22640,1,33.618652,-55.796356,1.66,SET OF 4 NAPKIN CHARMS 3 KEYS 
22641,1,-19.743172,64.389145,1.66,SET OF 4 NAPKIN CHARMS INSTRUMENT
22642,1,-20.251703,65.04557,2.55,SET OF 4 NAPKIN CHARMS STARS   
22643,1,-19.743172,64.389145,1.66,SET OF 4 NAPKIN CHARMS LEAVES   
22644,1,17.821993,5.2978683,3.29,CERAMIC CHERRY CAKE MONEY BANK
22645,4,29.329727,-39.180984,3.325,CERAMIC HEART FAIRY CAKE MONEY BANK
22646,1,17.824999,5.2950187,2.37,CERAMIC STRAWBERRY CAKE MONEY BANK
22647,4,25.685099,32.988373,1.45,CERAMIC LOVE HEART MONEY BANK
22649,1,28.783684,-37.72884,7.869999999999999,STRAWBERRY FAIRY CAKE TEAPOT
22650,1,18.422379,4.357994,2.37,CERAMIC PIRATE CHEST MONEY BANK
22651,1,8.448891,-10.723132,0.85,GENTLEMAN SHIRT REPAIR KIT 
22652,1,-17.903341,-5.2685604,3.325,TRAVEL SEWING KIT
22653,1,11.113844,31.497042,1.95,BUTTON BOX 
22654,1,-30.10817,-25.14732,11.63,DELUXE SEWING KIT 
22655,1,15.662506,14.285866,195.25,VINTAGE RED KITCHEN CABINET
22656,1,15.653242,14.319324,150.0,VINTAGE BLUE KITCHEN CABINET
22659,1,26.21364,35.592556,2.485,LUNCH BOX I LOVE LONDON
22660,1,26.988434,35.29662,8.25,DOORMAT I LOVE LONDON
22661,1,56.19774,-1.079836,1.24,CHARLOTTE BAG DOLLY GIRL DESIGN
22662,1,56.19857,-1.0862678,4.13,LUNCH BAG DOLLY GIRL DESIGN
22663,1,56.19642,-1.0815408,2.27,JUMBO BAG DOLLY GIRL DESIGN
22664,1,55.85427,-1.0807041,2.1,TOY TIDY DOLLY GIRL DESIGN
22665,1,64.94944,-4.2033343,5.79,RECIPE BOX BLUE SKETCHBOOK DESIGN
22666,1,64.95306,-4.198609,3.2,RECIPE BOX PANTRY YELLOW DESIGN
22667,1,43.36344,4.1221714,2.95,RECIPE BOX RETROSPOT 
22668,1,-13.072872,-14.076709,4.37,PINK BABY BUNTING
22669,1,-12.593612,-14.088996,4.37,RED BABY BUNTING 
22670,1,-29.860277,-59.66975,2.46,FRENCH WC SIGN BLUE METAL
22671,1,-30.049526,-59.752754,2.4699999999999998,FRENCH LAUNDRY SIGN BLUE METAL
22672,1,-29.650848,-60.20206,3.29,FRENCH BATHROOM SIGN BLUE METAL
22673,3,-28.95686,-60.57595,2.46,FRENCH GARDEN SIGN BLUE METAL
22674,1,-29.860277,-59.66975,2.46,FRENCH TOILET SIGN BLUE METAL
22675,1,-29.550472,-59.855705,1.855,FRENCH KITCHEN SIGN BLUE METAL
22676,1,-29.53694,-59.981796,2.46,FRENCH BLUE METAL DOOR SIGN 1
22677,1,-30.144756,-60.00191,2.46,FRENCH BLUE METAL DOOR SIGN 2
22678,1,-30.144756,-60.00191,2.46,FRENCH BLUE METAL DOOR SIGN 3
22679,1,-29.877213,-60.268036,2.46,FRENCH BLUE METAL DOOR SIGN 4
22680,1,-29.877213,-60.268036,2.46,FRENCH BLUE METAL DOOR SIGN 5
22681,1,-29.550472,-59.855705,1.855,FRENCH BLUE METAL DOOR SIGN 6
22682,1,-29.860277,-59.66975,2.46,FRENCH BLUE METAL DOOR SIGN 7
22683,1,-29.877213,-60.268036,2.46,FRENCH BLUE METAL DOOR SIGN 8
22684,1,-29.877213,-60.268036,2.46,FRENCH BLUE METAL DOOR SIGN 9
22685,1,-30.144756,-60.00191,2.46,FRENCH BLUE METAL DOOR SIGN 0
22686,1,-29.550472,-59.855705,1.855,FRENCH BLUE METAL DOOR SIGN No
22687,1,8.525381,12.077204,8.1,DOORMAT CHRISTMAS VILLAGE
22688,1,-23.573053,-26.775412,8.25,DOORMAT PEACE ON EARTH BLUE
22689,1,8.525882,12.078024,8.125,DOORMAT MERRY CHRISTMAS RED 
22690,1,-22.221394,-38.759495,8.25,DOORMAT HOME SWEET HOME BLUE 
22691,1,-30.70398,-25.139097,12.46,DOORMAT WELCOME SUNRISE
22692,1,-22.172379,-36.58091,8.29,DOORMAT WELCOME TO OUR HOME
22693,1,-58.46324,-16.3339,1.155,GROW A FLYTRAP OR SUNFLOWER IN TIN
22694,1,3.942634,6.6489367,3.36,WICKER STAR 
22695,1,-11.368008,20.363066,1.45,WICKER WREATH SMALL
22696,1,-20.978994,6.3557944,3.04,WICKER WREATH LARGE
22697,1,-12.582548,-14.07305,4.37,GREEN REGENCY TEACUP AND SAUCER
22698,1,-12.591331,-14.081373,4.37,PINK REGENCY TEACUP AND SAUCER
22699,1,10.738839,51.158768,4.37,ROSES REGENCY TEACUP AND SAUCER 
22700,1,21.818203,-3.4121091,3.095,BLACK AND WHITE DOG BOWL
22701,1,21.81823,-3.4093986,2.705,PINK DOG BOWL
22702,1,21.819069,-3.4008584,2.1,BLACK AND WHITE CAT BOWL
22703,1,21.818258,-3.4054174,2.25,PINK CAT BOWL
22704,1,66.8871,21.565132,0.38,WRAP RED APPLES 
22705,1,67.18253,22.118666,0.42,WRAP GREEN PEARS 
22706,1,66.8871,21.565132,0.38,WRAP COWBOYS  
22707,1,67.18253,22.118666,0.42,WRAP MONSTER FUN 
22708,1,55.11295,-0.5761723,0.38,WRAP DOLLY GIRL
22709,1,67.41139,21.573988,0.36,WRAP WEDDING DAY
22710,1,64.43775,20.85055,0.36,WRAP I LOVE LONDON 
22711,1,66.8871,21.565132,0.38,WRAP CIRCUS PARADE
22712,1,55.203014,-0.8362588,0.625,CARD DOLLY GIRL 
22713,1,27.267185,36.753914,0.83,CARD I LOVE LONDON 
22714,1,26.216228,51.383896,0.625,CARD BIRTHDAY COWBOY
22715,1,26.851734,51.138737,0.625,CARD WEDDING DAY
22716,1,26.216228,51.383896,0.625,CARD CIRCUS PARADE
22717,1,26.216228,51.383896,0.625,CARD DOG AND BALL 
22718,1,7.267979,20.81427,0.625,CARD CAT AND TREE 
22719,1,-7.2818274,-28.414978,2.45,GUMBALL MONOCHROME COAT RACK
22720,1,-60.73281,-18.939579,5.13,SET OF 3 CAKE TINS PANTRY DESIGN 
22721,1,-60.979824,-18.801222,4.6,SET OF 3 CAKE TINS SKETCHBOOK
22722,1,-59.678017,-18.428705,4.25,SET OF 6 SPICE TINS PANTRY DESIGN
22723,1,-60.884785,-16.78702,3.7,SET OF 6 HERB TINS SKETCHBOOK
22725,1,-74.679474,-5.2166324,7.46,ALARM CLOCK BAKELIKE CHOCOLATE
22726,1,-75.15571,-5.318054,7.955,ALARM CLOCK BAKELIKE GREEN
22727,1,-74.679474,-5.2166324,7.46,ALARM CLOCK BAKELIKE RED 
22728,1,-74.62542,-4.883314,5.85,ALARM CLOCK BAKELIKE PINK
22729,1,-74.60228,-4.9957976,6.6850000000000005,ALARM CLOCK BAKELIKE ORANGE
22730,1,-74.545334,-7.3790402,5.85,ALARM CLOCK BAKELIKE IVORY
22731,1,72.03669,-17.856607,1.645,3D CHRISTMAS STAMPS STICKERS 
22732,1,71.8647,-18.053009,1.66,3D VINTAGE CHRISTMAS STICKERS 
22733,1,72.03747,-17.85966,2.06,3D TRADITIONAL CHRISTMAS STICKERS
22734,1,-20.844803,-81.05605,5.06,SET OF 6 RIBBONS VINTAGE CHRISTMAS
22735,1,-17.116291,-80.208855,3.29,RIBBON REEL SOCKS AND MITTENS
22736,1,-17.116295,-80.20887,3.29,RIBBON REEL MAKING SNOWMEN 
22737,1,-20.134653,-81.56932,3.325,RIBBON REEL CHRISTMAS PRESENT 
22738,1,-17.116295,-80.20887,3.29,RIBBON REEL SNOWY VILLAGE
